Ensembl_ID	MN_1	OSFSCC_1	MN_2	OSFSCC_2
ENSG00000037280.16_13	160	475	133	106
ENSG00000251352.1_7	0	0	0	1
ENSG00000248717.2_8	0	0	6	37
ENSG00000236791.2_3	0	0	0	0
ENSG00000199892.2	0	0	0	0
ENSG00000174339.3_5	0	0	0	0
ENSG00000131446.17_10	4538	5435	4866	1052
ENSG00000280161.1_9	20	7	14	2
ENSG00000278970.4_12	208	94	214	57
ENSG00000245060.8_9	132	94	207	69
ENSG00000286128.1_1	0	0	0	0
ENSG00000196670.14_13	1392	1466	1539	2039
ENSG00000113303.12_7	4	48	9	24
ENSG00000222852.1	0	0	0	0
ENSG00000243664.1_3	0	0	0	0
ENSG00000249287.1_10	0	0	0	0
ENSG00000248761.1_9	0	0	0	0
ENSG00000231228.4_7	0	0	0	0
ENSG00000168903.9_6	0	0	0	15
ENSG00000206686.1	0	0	0	0
ENSG00000165810.17_6	52	9	97	10
ENSG00000241870.1_7	0	0	0	0
ENSG00000214295.4_7	0	0	0	0
ENSG00000248560.1_7	0	0	0	0
ENSG00000185372.4_9	0	0	3	0
ENSG00000182613.3_9	0	2	5	0
ENSG00000248473.2_9	1	4	7	26
ENSG00000250222.4_12	5	0	3	0
ENSG00000146054.18_7	668	248	1021	317
ENSG00000250900.6_11	2	1	11	2
ENSG00000248514.1_11	12	0	4	0
ENSG00000286644.1_6	4	3	4	49
ENSG00000146063.20_6	1263	1129	907	768
ENSG00000264732.1	0	0	0	0
ENSG00000247049.2_11	0	0	0	0
ENSG00000204628.12_12	39764	22638	41709	14294
ENSG00000272296.1	0	0	0	0
ENSG00000264549.1	0	0	0	0
ENSG00000233937.9_12	39	13	24	0
ENSG00000183718.6_8	215	335	336	230
ENSG00000248275.3_11	173	134	279	91
ENSG00000286310.1_5	0	0	6	0
ENSG00000248103.1_10	0	0	0	0
ENSG00000274525.1_10	3	2	4	2
ENSG00000222533.1	0	0	2	0
ENSG00000238035.8_9	37	37	28	21
ENSG00000274553.1_4	0	0	0	0
ENSG00000291218.1_1	0	0	0	0
ENSG00000250765.1_10	0	0	0	0
ENSG00000230178.1_3	0	0	0	0
ENSG00000251035.1_5	0	0	0	0
ENSG00000256301.1	0	0	0	0
ENSG00000213285.4_5	0	0	0	0
ENSG00000271530.1_5	0	0	0	0
ENSG00000220212.1_3	0	0	0	0
ENSG00000217929.4_10	0	0	0	0
ENSG00000218577.1_9	0	0	0	0
ENSG00000263667.4_13	0	0	0	0
ENSG00000285578.1_4	0	0	0	0
ENSG00000205653.2_10	0	1	0	36
ENSG00000287265.1_5	1	15	20	21
ENSG00000112679.15_11	2693	1664	3477	1955
ENSG00000137265.16_7	194	1157	195	356
ENSG00000286364.1_3	0	0	0	0
ENSG00000112685.14_8	2019	3030	1909	4309
ENSG00000230433.1_10	8	6	6	21
ENSG00000188996.5_9	3	6	2	0
ENSG00000219712.1_7	0	3	0	0
ENSG00000271727.2_10	11	3	11	40
ENSG00000272463.2_9	43	59	38	376
ENSG00000287293.1_5	0	0	0	0
ENSG00000271911.1_8	0	0	0	0
ENSG00000272485.1_10	0	2	0	0
ENSG00000276687.1_11	0	0	0	0
ENSG00000286785.1_5	32	26	7	59
ENSG00000270937.1_8	0	1	1	10
ENSG00000176515.1_8	0	0	0	0
ENSG00000286324.2_4	16	11	9	23
ENSG00000289842.1_1	13	6	2	0
ENSG00000238438.1	0	0	0	0
ENSG00000164379.7_7	2459	1023	1825	964
ENSG00000281809.1_8	0	2	1	0
ENSG00000261730.1_7	10	8	4	0
ENSG00000137273.6_9	62	701	102	690
ENSG00000243439.2	0	0	0	0
ENSG00000218027.2_9	0	0	2	0
ENSG00000272279.1_8	13	0	20	0
ENSG00000280916.4_9	236	14	127	0
ENSG00000054598.9_9	4300	1574	2936	2468
ENSG00000112699.11_9	3096	778	4726	1497
ENSG00000285603.1_4	0	0	4	0
ENSG00000250903.11_11	154	113	268	190
ENSG00000236086.4_3	5	1	9	5
ENSG00000286512.1_5	10	2	2	0
ENSG00000266252.1	0	1	0	0
ENSG00000272465.1_9	0	1	5	31
ENSG00000287903.1_5	0	0	0	0
ENSG00000280423.1_7	0	0	1	0
ENSG00000228718.2_9	0	1	1	0
ENSG00000164385.11_11	19	2	41	10
ENSG00000145949.12_10	120	42	331	74
ENSG00000124535.16_10	2219	2236	2070	1491
ENSG00000021355.13_7	22019	6600	11406	55301
ENSG00000230438.9_12	10	74	148	38
ENSG00000266750.1	0	1	1	0
ENSG00000170542.6_7	427	4313	467	1021
ENSG00000232999.1_9	0	0	0	0
ENSG00000228365.1_9	0	0	0	0
ENSG00000124570.21_13	3132	2668	4160	3536
ENSG00000244041.7_9	75	30	29	27
ENSG00000124588.22_11	911	898	1555	626
ENSG00000224846.3_10	2	3	0	0
ENSG00000271361.1_6	16	55	5	4
ENSG00000288612.1_3	16	8	6	9
ENSG00000274855.1_8	0	0	0	0
ENSG00000232654.1_7	0	0	0	19
ENSG00000217707.2_7	0	0	0	0
ENSG00000229282.2_10	2	7	6	5
ENSG00000137275.16_8	2227	3237	2580	2809
ENSG00000272277.1_8	10	12	14	14
ENSG00000222248.1_2	0	0	0	0
ENSG00000137274.13_10	444	303	345	174
ENSG00000228170.1_10	0	0	0	0
ENSG00000137267.7_8	5136	1902	3913	3314
ENSG00000216819.1_5	2	1	2	0
ENSG00000230269.7_10	0	0	0	3
ENSG00000137285.11_8	105	103	367	34
ENSG00000288840.1_1	0	0	0	0
ENSG00000180822.12_10	455	433	455	1029
ENSG00000137266.15_12	4593	4217	2998	2321
ENSG00000272320.1_8	38	37	12	5
ENSG00000228793.3_11	5	33	10	81
ENSG00000270477.1_8	0	0	0	0
ENSG00000168994.14_6	1237	3452	1326	2504
ENSG00000270504.1_8	223	504	161	333
ENSG00000219992.2_9	3	17	8	29
ENSG00000238158.6_11	0	2	0	0
ENSG00000233068.3_10	0	0	0	0
ENSG00000145945.7_10	238	318	324	170
ENSG00000260604.3_11	0	75	11	228
ENSG00000218472.2_9	0	0	3	0
ENSG00000217135.2_9	0	0	0	0
ENSG00000217566.2_7	0	0	1	0
ENSG00000216657.1_5	1	6	6	28
ENSG00000279926.1_7	2	16	3	0
ENSG00000288904.2_2	10	30	23	27
ENSG00000272248.1_8	1	5	1	0
ENSG00000230648.1_10	1	7	2	0
ENSG00000112739.17_8	3721	7079	6251	17223
ENSG00000145975.15_12	4	11	1	0
ENSG00000252668.1	0	0	0	0
ENSG00000185689.17_7	3	0	0	0
ENSG00000198721.13_13	505	896	1208	2015
ENSG00000254821.1_10	0	0	0	0
ENSG00000234817.2_11	5	17	15	36
ENSG00000237716.2_11	0	1	1	0
ENSG00000216307.2_9	0	0	0	0
ENSG00000285424.1_8	13	2	22	0
ENSG00000231811.4_12	17	25	13	1
ENSG00000287761.1_5	0	0	0	14
ENSG00000201185.1_2	0	0	0	0
ENSG00000285694.1_4	2	5	8	0
ENSG00000260239.2_10	7	1	11	10
ENSG00000270695.1_7	0	0	0	0
ENSG00000260673.1_11	34	0	169	123
ENSG00000205444.4_13	13	9	13	0
ENSG00000238801.1	0	0	0	0
ENSG00000217385.1_5	4	4	0	16
ENSG00000153046.18_11	1929	3883	2018	4229
ENSG00000284823.1_7	0	1	0	16
ENSG00000236336.1_9	0	0	0	0
ENSG00000217030.1_7	0	0	0	4
ENSG00000124787.14_10	108	378	284	785
ENSG00000272142.4_13	147	311	154	273
ENSG00000271978.2_11	22	93	24	45
ENSG00000252419.1	19	47	11	6
ENSG00000220685.3_7	2	10	2	13
ENSG00000288548.1_5	28	5	9	27
ENSG00000219607.4_5	113	48	41	14
ENSG00000214113.11_8	566	994	985	1357
ENSG00000265083.1	0	1	0	0
ENSG00000264541.1	0	0	0	0
ENSG00000145982.13_12	458	813	759	579
ENSG00000220446.2_9	0	0	0	0
ENSG00000269985.2_11	23	1	20	15
ENSG00000218574.1_5	0	1	1	0
ENSG00000270174.1_10	0	1	3	0
ENSG00000217239.3_7	4	0	3	0
ENSG00000216360.1_7	0	2	0	0
ENSG00000233064.2_10	0	0	2	0
ENSG00000239472.2	0	1	1	0
ENSG00000215057.4_7	0	0	0	4
ENSG00000124785.9_7	340	136	940	58
ENSG00000264121.1	0	0	0	0
ENSG00000124491.16_6	1514	1258	3004	388
ENSG00000263572.1	0	0	0	0
ENSG00000216863.11_12	0	16	5	90
ENSG00000241216.1_5	0	0	0	0
ENSG00000285717.1_4	0	0	0	0
ENSG00000218868.1_5	0	0	0	0
ENSG00000112799.9_6	22	60	67	79
ENSG00000261211.2_8	70	196	67	422
ENSG00000279368.1_7	0	0	0	0
ENSG00000226281.6_12	218	106	63	102
ENSG00000287497.3_4	4	0	0	0
ENSG00000288046.1_3	33	3	50	3
ENSG00000224532.2_11	2	0	0	0
ENSG00000219986.2_7	11	3	3	0
ENSG00000288860.1_1	10	1	5	7
ENSG00000223342.2_11	0	0	0	0
ENSG00000240936.2	0	0	0	0
ENSG00000203498.3_10	0	0	2	15
ENSG00000251762.1	0	0	4	0
ENSG00000124782.21_12	7302	5067	3127	3772
ENSG00000225092.2_12	0	1	7	0
ENSG00000201483.1	0	0	2	0
ENSG00000287002.1_3	0	3	1	9
ENSG00000285771.1_6	10	1	4	15
ENSG00000124783.14_13	5936	17996	11195	22785
ENSG00000238221.1_8	0	1	0	0
ENSG00000164304.16_14	3	11	7	198
ENSG00000219375.1_7	0	5	4	0
ENSG00000220472.1_7	19	30	17	58
ENSG00000230570.1_7	8	17	3	179
ENSG00000124784.9_6	1117	2553	1792	11760
ENSG00000233503.1_5	1	3	2	1
ENSG00000219993.1_7	0	1	3	0
ENSG00000234115.2_9	13	0	3	27
ENSG00000261189.3_12	169	228	245	160
ENSG00000096696.15_10	377249	170007	172888	467116
ENSG00000168566.13_6	574	1564	991	2129
ENSG00000236512.1_9	5	0	1	0
ENSG00000153162.9_6	172	300	245	18
ENSG00000239264.9_8	37	29	41	2
ENSG00000259040.5_7	0	0	0	0
ENSG00000217746.1_7	0	0	0	0
ENSG00000219294.6_5	0	0	0	0
ENSG00000188428.20_8	427	801	789	620
ENSG00000265818.1_7	0	0	0	0
ENSG00000124802.12_8	100	363	290	1197
ENSG00000232234.4_10	0	2	13	8
ENSG00000285216.1_1	0	0	0	0
ENSG00000234763.3_12	0	1	0	0
ENSG00000124786.12_12	1075	2024	2142	1898
ENSG00000285219.4_2	9	107	94	220
ENSG00000225775.1_10	0	0	0	0
ENSG00000181355.21_9	5	21	31	7
ENSG00000216368.2_10	0	3	0	1
ENSG00000229765.2_9	0	0	1	0
ENSG00000221583.1	0	0	1	0
ENSG00000216781.2_10	0	0	4	0
ENSG00000137203.15_12	2664	6112	1819	10807
ENSG00000285278.1_7	6	54	41	61
ENSG00000229950.1_7	18	16	16	0
ENSG00000228478.1_10	0	0	0	0
ENSG00000285759.1_8	6	6	0	0
ENSG00000183674.12_9	11	13	7	81
ENSG00000229401.1_6	1	1	1	0
ENSG00000263705.1	0	0	1	0
ENSG00000238076.1_7	0	0	3	0
ENSG00000231056.1_9	3	0	0	0
ENSG00000111846.20_12	611	90	816	280
ENSG00000237685.1_10	0	0	1	0
ENSG00000216359.1_7	0	0	0	0
ENSG00000217181.1_7	0	2	0	0
ENSG00000205318.5_8	0	0	0	0
ENSG00000285763.1_6	23	11	26	27
ENSG00000137434.12_11	6	19	23	16
ENSG00000201048.1	0	1	0	27
ENSG00000111845.5_6	688	1900	1452	6317
ENSG00000111843.14_6	2149	4098	5027	4170
ENSG00000272097.2_10	2	4	7	18
ENSG00000137210.14_9	1132	1850	2987	1802
ENSG00000272162.1_9	0	0	0	0
ENSG00000222383.1_2	0	1	0	0
ENSG00000111837.12_11	11	37	13	51
ENSG00000124827.7_6	0	0	0	0
ENSG00000235051.3_11	0	1	7	12
ENSG00000153157.13_9	2	7	17	0
ENSG00000197977.4_7	33	129	33	0
ENSG00000274541.1_7	0	0	0	0
ENSG00000230314.7_10	0	2	0	0
ENSG00000238896.1	0	0	0	0
ENSG00000224531.6_6	602	1711	1122	2183
ENSG00000244476.3_7	14	1	9	0
ENSG00000271245.1_7	0	0	0	0
ENSG00000247925.2_8	0	3	3	0
ENSG00000111859.17_12	2107	4539	1482	1618
ENSG00000287920.1_3	0	5	2	10
ENSG00000290062.1_1	0	13	1	0
ENSG00000242753.2_11	0	1	0	16
ENSG00000233656.2_11	0	0	2	0
ENSG00000202313.1	0	0	0	0
ENSG00000218020.3_6	0	0	0	0
ENSG00000205269.6_6	135	178	526	140
ENSG00000271897.1_8	0	0	0	0
ENSG00000207419.1	0	2	0	0
ENSG00000111863.13_7	16	1446	87	729
ENSG00000287593.1_4	0	92	2	50
ENSG00000234427.1_9	0	3	6	0
ENSG00000215124.2_5	0	1	17	0
ENSG00000225102.2_11	0	0	1	0
ENSG00000229896.2_11	28	1	45	15
ENSG00000095951.17_9	2043	4190	1758	6126
ENSG00000078401.7_6	476	1859	428	2852
ENSG00000218893.1_5	0	0	0	0
ENSG00000223321.1	0	0	0	0
ENSG00000212802.4_5	218	107	281	450
ENSG00000234015.1_9	0	2	1	0
ENSG00000112137.19_12	191	550	137	105
ENSG00000223291.1	0	0	0	0
ENSG00000206702.1	0	1	0	0
ENSG00000215022.8_12	4	23	15	8
ENSG00000145979.18_11	532	638	663	238
ENSG00000272379.1_11	0	0	0	0
ENSG00000289257.2_2	2	0	1	0
ENSG00000145990.11_7	1570	4650	1531	2548
ENSG00000237786.1_7	5	1	0	0
ENSG00000218265.1_5	1	0	3	1
ENSG00000202351.1	0	0	1	0
ENSG00000124523.17_8	635	1386	1009	1346
ENSG00000261071.2_9	0	0	0	0
ENSG00000225921.7_6	1489	3247	2671	6511
ENSG00000010017.13_7	6148	3109	5210	4882
ENSG00000286316.1_3	0	0	0	16
ENSG00000252966.1	0	0	2	0
ENSG00000050393.12_10	2825	2782	3782	6428
ENSG00000272209.1_8	4	3	6	17
ENSG00000180537.13_10	57	55	74	7
ENSG00000220868.2_7	0	0	1	0
ENSG00000233981.1_8	0	0	1	0
ENSG00000112149.10_6	700	2367	1128	988
ENSG00000285639.1_6	9	3	6	0
ENSG00000238987.1	0	0	0	0
ENSG00000286281.1_3	2	8	3	20
ENSG00000230631.1_10	0	0	2	0
ENSG00000226673.2_9	0	2	1	0
ENSG00000237346.2_11	0	2	3	0
ENSG00000234540.1_8	0	0	4	0
ENSG00000286277.1_3	5	2	11	10
ENSG00000229646.2_11	0	0	0	0
ENSG00000289958.1_1	0	0	0	0
ENSG00000206960.1	0	0	0	0
ENSG00000234261.6_13	0	3	5	7
ENSG00000216754.2_11	0	0	0	0
ENSG00000242989.2	0	0	0	0
ENSG00000264687.1	0	0	0	0
ENSG00000271888.1_7	22	55	11	4
ENSG00000008083.14_10	3335	4878	2342	4637
ENSG00000235488.1_9	1	2	5	1
ENSG00000201367.1	0	0	0	0
ENSG00000201519.1	0	0	0	13
ENSG00000047579.20_10	413	572	546	1464
ENSG00000287626.1_3	0	19	12	38
ENSG00000289953.1_1	0	0	1	0
ENSG00000214027.3_5	1	5	1	3
ENSG00000232947.1_7	0	0	0	0
ENSG00000274212.1_8	0	0	0	0
ENSG00000217585.1_7	0	0	2	0
ENSG00000007944.15_6	2800	1863	2853	1865
ENSG00000263712.1	0	0	0	0
ENSG00000251793.1	0	0	1	8
ENSG00000218073.1_8	0	2	1	0
ENSG00000217078.1_7	0	1	3	0
ENSG00000216364.1_5	0	0	0	0
ENSG00000251831.1	0	0	2	0
ENSG00000207193.1	0	0	0	0
ENSG00000137198.10_6	555	120	1635	355
ENSG00000282024.1_10	2	0	0	0
ENSG00000124788.19_9	2011	5746	2379	3087
ENSG00000288708.1_2	0	0	0	0
ENSG00000265642.1	0	0	0	0
ENSG00000229931.3_10	40	57	78	71
ENSG00000289863.1_1	0	0	0	0
ENSG00000272341.1_9	111	130	201	243
ENSG00000287347.1_5	0	1	0	0
ENSG00000286631.1_3	4	2	1	0
ENSG00000287359.1_5	0	0	1	0
ENSG00000230873.9_6	0	3	4	9
ENSG00000287559.1_5	3	0	125	0
ENSG00000288812.1_1	0	0	15	0
ENSG00000112183.15_6	45	81	2221	4
ENSG00000219314.1_7	0	1	0	0
ENSG00000112186.13_7	313	593	5471	1123
ENSG00000184612.8_5	33	5	13	60
ENSG00000218359.1_5	0	0	1	0
ENSG00000286885.3_6	2	4	6	13
ENSG00000137414.7_8	1439	2467	3623	3377
ENSG00000124789.12_11	3398	8002	3685	11263
ENSG00000206881.1	0	0	0	0
ENSG00000272269.2_11	13	88	16	63
ENSG00000201415.1_2	0	0	0	0
ENSG00000201442.1	0	0	0	0
ENSG00000137177.20_10	4210	14062	4851	9967
ENSG00000220920.1_7	10	12	21	0
ENSG00000187566.6_6	89	187	118	66
ENSG00000137364.5_8	1319	3738	2549	7449
ENSG00000165097.16_12	1097	3554	1452	6702
ENSG00000124795.17_14	4593	23090	8722	80064
ENSG00000199715.1	0	0	0	0
ENSG00000289097.1_1	0	0	4	0
ENSG00000278102.1_7	0	0	0	0
ENSG00000200681.1	0	0	0	0
ENSG00000217414.2_7	0	2	3	7
ENSG00000218976.2_10	0	0	4	0
ENSG00000137393.10_5	3961	2339	5039	4626
ENSG00000238458.1	0	0	0	0
ENSG00000283408.2_9	5	0	2	2
ENSG00000207775.1	0	0	0	0
ENSG00000217379.2_9	0	1	0	15
ENSG00000231662.1_10	0	0	3	0
ENSG00000228412.9_12	28	12	76	39
ENSG00000218643.2_7	0	0	0	10
ENSG00000201523.1_2	0	0	0	0
ENSG00000214012.4_7	2	0	3	0
ENSG00000217314.2_8	0	0	0	0
ENSG00000200957.1	0	0	0	0
ENSG00000172201.12_7	1021	1118	2085	281
ENSG00000287138.1_3	7	0	0	0
ENSG00000229700.1_7	5	0	1	0
ENSG00000172197.11_7	455	421	544	954
ENSG00000227803.2_10	0	0	1	0
ENSG00000287614.1_3	0	0	0	0
ENSG00000286590.1_3	0	0	11	17
ENSG00000287483.1_5	0	0	9	0
ENSG00000289981.1_1	12	4	4	24
ENSG00000112242.16_10	300	2402	487	2192
ENSG00000240869.2	0	1	1	0
ENSG00000252949.1	0	0	0	0
ENSG00000224707.1_7	0	0	0	0
ENSG00000222431.1	0	0	0	0
ENSG00000201683.1	0	0	0	0
ENSG00000145996.11_7	700	1019	1004	1658
ENSG00000225832.1_10	0	0	0	0
ENSG00000233848.1_10	0	1	0	0
ENSG00000252046.1	0	0	0	0
ENSG00000287404.1_5	0	0	1	0
ENSG00000227089.2_11	0	0	3	0
ENSG00000286368.1_5	0	0	0	0
ENSG00000280989.2_7	0	0	1	0
ENSG00000231754.4_13	0	0	1	11
ENSG00000283480.1_10	0	1	1	0
ENSG00000124766.7_7	2923	5764	2257	2164
ENSG00000220771.2_7	0	0	0	2
ENSG00000272168.10_12	54	504	211	372
ENSG00000280443.1_8	0	1	0	0
ENSG00000222515.1	0	0	0	0
ENSG00000260455.2_9	5	8	18	0
ENSG00000219404.2_10	0	0	0	17
ENSG00000172179.13_12	0	3	3	5
ENSG00000112273.7_7	0	2	0	0
ENSG00000228772.2_11	0	0	0	0
ENSG00000286954.1_3	0	0	7	2
ENSG00000233358.2_11	0	0	3	0
ENSG00000218476.2_10	0	0	0	0
ENSG00000207394.1	0	0	0	0
ENSG00000235743.2_10	0	0	2	0
ENSG00000289368.2_2	0	0	1	0
ENSG00000219453.1_7	0	0	0	0
ENSG00000290589.1_1	0	0	0	0
ENSG00000278128.3_11	0	0	0	0
ENSG00000218512.2_7	0	0	0	0
ENSG00000220748.2_9	0	0	1	0
ENSG00000219582.3_7	0	0	0	0
ENSG00000152954.12_6	3	2	3	11
ENSG00000251830.1	0	0	0	0
ENSG00000146038.12_7	45	51	111	0
ENSG00000146049.2_7	0	1	4	0
ENSG00000202050.1	0	0	0	0
ENSG00000124532.15_12	1080	1874	2232	3273
ENSG00000112293.15_7	72	40	152	16
ENSG00000112294.14_11	656	233	1080	56
ENSG00000137261.15_12	53	7	74	0
ENSG00000218186.2_7	0	0	2	0
ENSG00000111802.14_8	2228	3274	4778	4896
ENSG00000112304.11_6	610	896	1344	2376
ENSG00000272345.1_8	1	28	22	59
ENSG00000112308.13_7	3720	12717	7339	14608
ENSG00000272402.1_8	2	7	19	13
ENSG00000288851.1_1	621	997	636	219
ENSG00000224164.2_10	0	1	2	12
ENSG00000218806.2_10	0	0	0	0
ENSG00000112312.10_7	455	1526	734	4561
ENSG00000260286.4_9	0	0	0	0
ENSG00000282804.1_13	0	0	0	0
ENSG00000111913.20_15	159	1248	747	301
ENSG00000263391.1	0	0	0	0
ENSG00000288887.2_2	0	6	0	0
ENSG00000217083.1_6	0	1	0	0
ENSG00000214975.4_7	38	29	24	44
ENSG00000286633.1_3	0	3	0	0
ENSG00000220517.2_7	0	4	0	14
ENSG00000244618.2	0	0	0	0
ENSG00000229313.1_8	0	0	0	0
ENSG00000223623.1_10	0	0	0	0
ENSG00000168405.18_10	666	543	562	280
ENSG00000285801.1_4	0	0	0	0
ENSG00000219682.4_9	2	9	5	2
ENSG00000262400.1_9	0	0	0	0
ENSG00000217805.2_9	0	0	4	0
ENSG00000222373.1	2	0	0	0
ENSG00000264238.1	0	0	0	0
ENSG00000219681.2_9	0	1	0	0
ENSG00000271108.1_5	0	0	0	0
ENSG00000216718.7_10	0	0	0	0
ENSG00000213972.3_10	1	0	5	0
ENSG00000079691.19_13	1891	3855	1564	4543
ENSG00000207286.1	0	0	0	0
ENSG00000207490.1	0	0	0	0
ENSG00000253017.1	0	0	0	0
ENSG00000238322.1	0	0	1	0
ENSG00000286933.1_5	2	1	2	24
ENSG00000079689.15_7	3	0	4	0
ENSG00000290217.1_1	0	0	0	0
ENSG00000217408.2_7	0	0	0	0
ENSG00000164508.6_7	0	0	0	0
ENSG00000146047.7_6	0	0	2	0
ENSG00000178762.5_7	0	0	0	0
ENSG00000291193.1_1	0	0	0	0
ENSG00000216436.2_9	0	0	0	0
ENSG00000146039.11_9	0	0	6	5
ENSG00000124568.12_7	0	0	0	0
ENSG00000124564.17_13	0	3	1	0
ENSG00000242387.1_4	0	0	0	0
ENSG00000277410.1_9	0	0	0	0
ENSG00000112337.11_8	0	0	0	0
ENSG00000112343.11_6	2267	2937	2645	4641
ENSG00000272558.1_10	0	0	0	0
ENSG00000272065.1	0	0	0	0
ENSG00000272462.4_11	132	107	168	226
ENSG00000272810.1_8	0	1	3	0
ENSG00000224447.1_6	0	0	0	0
ENSG00000124610.5_6	0	27	7	44
ENSG00000275714.2_6	4	6	0	0
ENSG00000278637.2_6	0	6	2	0
ENSG00000124529.3	0	10	0	0
ENSG00000286522.2_5	7	11	0	0
ENSG00000278463.2_6	0	3	0	0
ENSG00000276410.4_7	0	14	1	0
ENSG00000234816.2_6	0	1	0	0
ENSG00000287080.2_5	0	9	1	0
ENSG00000187837.4_6	2462	1184	2704	859
ENSG00000010704.19_12	455	681	808	753
ENSG00000197061.5_6	4	8	19	5
ENSG00000187475.6_6	0	2	0	0
ENSG00000180596.8_7	261	427	208	1331
ENSG00000180573.10_8	1984	2259	3055	5221
ENSG00000168298.7_6	127	356	30	26
ENSG00000289117.2_2	19	23	1	13
ENSG00000158373.9_6	522	955	731	2584
ENSG00000283064.1_10	2	8	9	0
ENSG00000217159.2_7	2	1	0	0
ENSG00000274290.3_7	8	51	40	24
ENSG00000277157.2_6	0	7	1	13
ENSG00000216331.2_8	0	4	2	0
ENSG00000282988.2_11	30	8	13	41
ENSG00000197409.8_7	0	0	0	0
ENSG00000196866.3_7	0	0	0	0
ENSG00000217275.2_9	37	13	28	0
ENSG00000276966.3_7	21	30	13	26
ENSG00000277075.3_7	63	99	48	26
ENSG00000277720.1_7	0	0	0	0
ENSG00000274750.3_6	189	126	227	230
ENSG00000218281.1_4	4	2	3	0
ENSG00000124575.7_6	15	112	12	2
ENSG00000275663.2_6	0	0	1	0
ENSG00000277775.2_6	1	3	0	0
ENSG00000275713.3_7	61	92	31	36
ENSG00000273983.2_7	25	18	4	1
ENSG00000290789.1_1	0	4	2	14
ENSG00000218690.3_8	0	0	0	0
ENSG00000278588.2_6	0	9	4	1
ENSG00000158406.6_7	112	286	161	448
ENSG00000289447.2_2	0	0	3	0
ENSG00000220875.1_6	6	2	9	18
ENSG00000287050.1_5	0	0	0	8
ENSG00000252399.1	0	0	2	0
ENSG00000186470.14_12	1299	3411	3327	4061
ENSG00000215979.1	0	1	0	0
ENSG00000124508.17_10	526	1277	574	945
ENSG00000026950.17_8	1275	3533	2251	5638
ENSG00000291104.1_1	47	127	53	118
ENSG00000124549.17_10	18	22	10	11
ENSG00000111801.16_8	1027	3091	1255	2815
ENSG00000112763.17_8	972	2043	1211	1243
ENSG00000290055.1_1	10	0	1	26
ENSG00000284688.1_5	0	0	1	1
ENSG00000124557.14_4	0	6	8	0
ENSG00000199289.1	0	0	0	0
ENSG00000228223.3_9	849	869	869	519
ENSG00000182952.5_7	1548	4063	3142	4869
ENSG00000284607.1_6	3	0	1	2
ENSG00000146109.5_6	1131	1481	1391	712
ENSG00000275846.1_8	4	0	5	5
ENSG00000271071.1_7	0	0	0	0
ENSG00000218346.1	0	1	0	0
ENSG00000181315.11_9	383	820	675	500
ENSG00000285571.1_4	6	5	8	0
ENSG00000261584.1_10	19	11	23	11
ENSG00000290474.1_1	28	16	12	1
ENSG00000241549.9_7	0	0	0	0
ENSG00000243307.2_5	0	0	0	0
ENSG00000224843.8_10	11	67	32	36
ENSG00000272312.1_8	0	3	1	0
ENSG00000287966.2_4	8	35	28	11
ENSG00000238621.1	0	0	0	0
ENSG00000220581.1_3	0	0	0	0
ENSG00000216762.1_3	0	0	0	0
ENSG00000219770.1_3	0	0	0	0
ENSG00000222800.1	0	0	0	0
ENSG00000272468.1_8	16	17	10	17
ENSG00000124635.9_6	98	117	101	130
ENSG00000196787.4_5	20	54	15	23
ENSG00000290032.1_1	433	1055	680	2440
ENSG00000276180.2_5	0	5	5	0
ENSG00000197903.8_6	1126	1233	997	343
ENSG00000274997.2_6	0	17	0	5
ENSG00000265565.1	0	0	0	0
ENSG00000290009.1_1	0	3	3	0
ENSG00000174572.3_7	0	2	13	0
ENSG00000112812.16_8	363	157	537	278
ENSG00000270935.1_7	0	0	0	0
ENSG00000158553.5_10	0	0	1	0
ENSG00000220758.4_3	0	0	1	0
ENSG00000291112.1_1	185	242	239	355
ENSG00000204789.6_11	0	0	0	0
ENSG00000124613.9_9	194	493	144	654
ENSG00000271755.1_8	20	19	12	48
ENSG00000237154.2_7	1	1	0	0
ENSG00000096654.16_5	442	895	888	1105
ENSG00000285849.1_4	7	1	1	0
ENSG00000286652.1_3	0	4	8	0
ENSG00000285703.1_6	0	0	0	0
ENSG00000278332.1_7	0	0	0	0
ENSG00000270666.1_9	0	0	0	0
ENSG00000218347.2_7	0	0	0	1
ENSG00000219738.2_8	0	0	4	12
ENSG00000206671.1	0	0	0	0
ENSG00000238648.1	0	0	0	0
ENSG00000216676.2_9	0	0	1	0
ENSG00000287674.1_4	0	0	0	0
ENSG00000281706.5_9	20	19	13	83
ENSG00000216915.2_7	0	1	2	15
ENSG00000287252.3_5	3	1	3	0
ENSG00000218069.2_7	0	4	3	22
ENSG00000217862.2_8	2	2	0	0
ENSG00000185130.6_6	8	18	4	0
ENSG00000196747.5_5	6	25	21	4
ENSG00000278828.2_5	14	91	101	78
ENSG00000276368.2_6	0	12	3	24
ENSG00000273703.2_6	18	26	2	7
ENSG00000197238.5_5	6	6	12	0
ENSG00000273542.2_6	6	4	0	0
ENSG00000275221.2_6	1	15	6	25
ENSG00000233822.6_9	27	133	36	91
ENSG00000217646.1_4	0	2	0	0
ENSG00000276903.2_6	0	16	3	19
ENSG00000184357.5_6	18	74	10	15
ENSG00000275379.2_6	8	7	1	0
